danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,cluster,tsne-2d-one,tsne-2d-two
0.633,0.799,7,-4.625,0,0.0429,0.0142,0.0,0.19399999999999998,0.535,142.991,3,-7.532986,-6.536291
0.608,0.47,8,-6.73,1,0.0428,0.226,0.0,0.0963,0.24100000000000002,81.0,2,11.221383,8.889115
0.502,0.91,7,-2.7689999999999997,1,0.107,0.04,0.0,0.319,0.588,176.084,1,-11.3003235,-10.848955
0.775,0.271,1,-9.131,0,0.092,0.5539999999999999,0.00285,0.11199999999999999,0.204,104.001,0,6.2412844,4.5292053
0.557,0.7190000000000001,2,-4.515,0,0.0372,0.00267,0.0,0.306,0.344,77.501,2,11.7932,8.79536
0.57,0.42200000000000004,1,-7.561,0,0.0422,0.37200000000000005,0.0,0.127,0.16899999999999998,113.007,0,0.8173804,2.8033292
0.664,0.688,11,-6.466,0,0.0543,0.153,9.14e-05,0.17300000000000001,0.65,106.022,0,4.2397823,4.280411
0.519,0.828,5,-5.523,1,0.365,0.214,0.0,0.0571,0.929,139.41299999999998,3,-6.4968767,-6.1493077
0.636,0.8759999999999999,9,-4.652,1,0.0617,0.0487,0.0,0.0728,0.759,149.93200000000002,3,-9.016308,-7.550982
0.541,0.6609999999999999,1,-5.837999999999999,1,0.0889,0.10300000000000001,0.0,0.0779,0.285,149.92600000000002,3,-8.294483,-8.324805
0.769,0.8170000000000001,0,-4.092,0,0.0339,0.0268,9.95e-05,0.084,0.866,139.97899999999998,3,-6.083124,-7.120888
0.813,0.875,1,-2.92,0,0.0918,0.0237,0.0,0.28800000000000003,0.7559999999999999,99.00399999999999,2,7.5287757,7.098398
0.6559999999999999,0.883,9,-4.294,0,0.0737,0.0238,0.0,0.0481,0.46,129.947,3,-3.8450673,-4.1776414
0.711,0.903,6,-2.7230000000000003,0,0.247,0.327,0.0,0.0887,0.467,140.015,3,-6.653245,-6.1287456
0.589,0.8240000000000001,10,-6.402,0,0.26,0.552,0.0275,0.133,0.207,115.3,0,1.4476985,-0.27488673
0.659,0.769,0,-4.262,0,0.0831,0.0366,0.0,0.405,0.39799999999999996,122.006,0,-1.9258451,-0.40918303
0.61,0.892,0,-3.52,0,0.10800000000000001,0.0704,0.0,0.315,0.5760000000000001,93.039,2,8.624732,7.9275093
0.574,0.7609999999999999,1,-3.5789999999999997,0,0.0849,0.00335,0.0,0.0645,0.597,129.817,3,-4.545907,-3.0632513
0.598,0.938,0,-4.0680000000000005,0,0.14300000000000002,0.0019100000000000002,0.0,0.88,0.672,110.021,0,1.606008,3.148635
0.664,0.9129999999999999,3,-4.474,0,0.14800000000000002,0.0136,0.0,0.1,0.622,169.97400000000002,1,-10.186906,-10.886431
0.62,0.778,8,-4.622,0,0.0724,0.11599999999999999,0.0,0.312,0.386,147.012,3,-8.418396,-7.1979837
0.8370000000000001,0.69,10,-4.705,0,0.08800000000000001,0.222,0.0,0.0833,0.847,136.07,3,-5.7358994,-4.9526815
0.618,0.7659999999999999,3,-4.507,1,0.0323,0.11699999999999999,0.0,0.121,0.44799999999999995,113.99700000000001,0,0.9343187,1.8677452
0.5720000000000001,0.825,8,-4.383,1,0.037000000000000005,0.10400000000000001,0.0,0.085,0.424,106.976,0,4.3908734,3.0913773
0.5579999999999999,0.863,4,-3.53,1,0.17800000000000002,0.17,0.0,0.289,0.38799999999999996,173.908,1,-10.637489,-11.044701
0.7290000000000001,0.386,2,-5.622999999999999,1,0.382,0.8640000000000001,0.574,0.114,0.0567,90.13799999999999,2,9.593505,7.7916694
0.47600000000000003,0.581,8,-8.795,1,0.12,0.523,0.0,0.201,0.282,129.56799999999998,3,-3.5969386,-4.3187485
0.598,0.775,1,-4.035,0,0.0545,0.022000000000000002,0.0,0.0677,0.687,129.819,3,-4.4093084,-3.074353
0.6509999999999999,0.7559999999999999,8,-4.388,1,0.0762,0.0298,0.0,0.396,0.473,121.96,0,-1.0356417,-1.6427426
0.612,0.8440000000000001,5,-4.694,0,0.0756,0.142,0.0,0.287,0.653,134.868,3,-5.1366553,-5.276112
0.583,0.7120000000000001,2,-4.942,0,0.0326,0.2,0.0,0.268,0.7759999999999999,94.051,2,8.661982,7.29223
0.252,0.6940000000000001,0,-15.389000000000001,0,0.429,0.38,0.00020299999999999997,0.66,0.325,87.29299999999999,2,10.882111,6.9950633
0.667,0.889,6,-4.851,1,0.0918,0.00912,0.0,0.0816,0.541,169.959,1,-10.67644,-10.249303
0.856,0.617,10,-5.308,0,0.0841,0.171,0.0,0.0857,0.759,136.082,3,-5.910103,-4.9388494
0.48100000000000004,0.927,3,-5.704,1,0.27,0.317,0.0,0.0583,0.44799999999999995,88.931,2,9.959689,7.6269507
0.573,0.89,5,-3.53,0,0.214,0.0212,0.0,0.132,0.242,130.254,3,-4.0578,-3.7046483
0.583,0.885,0,-3.571,0,0.106,0.0244,0.0,0.35700000000000004,0.601,92.959,2,8.739108,7.989568
0.5660000000000001,0.8440000000000001,9,-5.222,0,0.0444,0.00361,0.00025699999999999996,0.141,0.29100000000000004,131.049,3,-4.494228,-4.3809037
0.542,0.777,6,-5.582000000000001,0,0.033,0.00331,0.0,0.17800000000000002,0.503,94.069,2,9.139883,6.774464
0.583,0.475,0,-5.556,0,0.0846,0.14800000000000002,0.0,0.139,0.332,136.034,3,-5.345855,-6.3658586
0.517,0.741,8,-5.997000000000001,0,0.32299999999999995,0.36200000000000004,0.0,0.16399999999999998,0.672,86.52600000000001,2,10.501869,8.049304
0.56,0.607,2,-7.9910000000000005,1,0.076,0.0135,1.63e-06,0.2,0.27,73.995,2,12.2709875,8.64931
0.544,0.7390000000000001,5,-4.8180000000000005,0,0.23199999999999998,0.000226,2.14e-05,0.0816,0.467,185.81,1,-11.616661,-11.288087
0.35700000000000004,0.498,3,-6.5889999999999995,1,0.0332,0.023,1.99e-06,0.26899999999999996,0.33899999999999997,142.816,3,-7.1125655,-7.1505537
0.547,0.84,9,-4.156000000000001,0,0.0551,0.000371,0.0,0.0562,0.479,85.001,2,10.58252,8.565265
0.8170000000000001,0.797,1,-4.395,0,0.084,0.00533,7.77e-06,0.0551,0.36200000000000004,119.977,0,-1.3364459,0.21934837
0.7609999999999999,0.8340000000000001,6,-4.992,1,0.0494,0.00125,1e-05,0.0868,0.68,107.988,0,3.746593,3.1918097
0.716,0.9059999999999999,2,-3.5389999999999997,1,0.0717,0.004229999999999999,0.0,0.0547,0.762,101.02799999999999,2,6.854771,6.509045
0.439,0.9279999999999999,7,-4.096,1,0.233,0.0254,0.0,0.1,0.599,169.928,1,-10.728394,-10.304665
0.539,0.846,8,-3.1919999999999997,1,0.0354,0.0063,1.68e-06,0.13,0.46,106.992,0,4.441303,2.9117396
0.594,0.946,8,-3.408,1,0.126,0.0018100000000000002,1.04e-06,0.9229999999999999,0.665,110.024,0,3.3517108,2.1084218
0.654,0.903,11,-3.117,0,0.121,0.00503,0.0,0.0875,0.659,124.988,0,-1.5660836,-2.5991633
0.695,0.903,8,-4.788,1,0.152,0.00596,0.0,0.0668,0.59,127.99,3,-3.2124672,-3.536153
0.573,0.89,5,-3.53,0,0.214,0.0212,0.0,0.132,0.242,130.254,3,-4.12968,-3.6872137
0.583,0.885,0,-3.571,0,0.106,0.0244,0.0,0.35700000000000004,0.601,92.959,2,8.664519,7.8470654
0.5660000000000001,0.8440000000000001,9,-5.222,0,0.0444,0.00361,0.00025699999999999996,0.141,0.29100000000000004,131.049,3,-4.476101,-4.398617
0.542,0.777,6,-5.582000000000001,0,0.033,0.00331,0.0,0.17800000000000002,0.503,94.069,2,9.167091,6.738154
0.583,0.475,0,-5.556,0,0.0846,0.14800000000000002,0.0,0.139,0.332,136.034,3,-5.358994,-6.31375
0.517,0.741,8,-5.997000000000001,0,0.32299999999999995,0.36200000000000004,0.0,0.16399999999999998,0.672,86.52600000000001,2,10.313461,8.233347
0.56,0.607,2,-7.9910000000000005,1,0.076,0.0135,1.63e-06,0.2,0.27,73.995,2,12.1961565,8.1536
0.544,0.7390000000000001,5,-4.8180000000000005,0,0.23199999999999998,0.000226,2.14e-05,0.0816,0.467,185.81,1,-11.268762,-11.550919
0.35700000000000004,0.498,3,-6.5889999999999995,1,0.0332,0.023,1.99e-06,0.26899999999999996,0.33899999999999997,142.816,3,-7.0990286,-7.058546
0.547,0.84,9,-4.156000000000001,0,0.0551,0.000371,0.0,0.0562,0.479,85.001,2,10.566087,8.891274
0.8170000000000001,0.797,1,-4.395,0,0.084,0.00533,7.77e-06,0.0551,0.36200000000000004,119.977,0,-1.3243505,0.17516819
0.7609999999999999,0.8340000000000001,6,-4.992,1,0.0494,0.00125,1e-05,0.0868,0.68,107.988,0,3.7262802,3.376774
0.716,0.9059999999999999,2,-3.5389999999999997,1,0.0717,0.004229999999999999,0.0,0.0547,0.762,101.02799999999999,2,6.846127,6.4400344
0.439,0.9279999999999999,7,-4.096,1,0.233,0.0254,0.0,0.1,0.599,169.928,1,-10.925844,-9.965825
0.638,0.851,11,-3.042,0,0.0662,0.0102,0.0,0.114,0.6,125.0,0,-1.5708079,-2.5458817
0.759,0.45899999999999996,8,-5.187,1,0.0948,0.00323,0.0,0.0906,0.695,109.99700000000001,0,3.5151598,2.5619357
0.7020000000000001,0.748,8,-5.215,1,0.0489,0.00223,0.0,0.23,0.789,110.02799999999999,0,3.4756553,2.5310237
0.728,0.551,5,-5.375,0,0.0577,0.0674,0.0,0.335,0.792,110.059,0,2.742418,2.7055268
0.6509999999999999,0.809,8,-3.667,1,0.132,0.00632,0.0,0.321,0.893,110.045,0,3.36915,2.060457
0.429,0.387,1,-7.486000000000001,1,0.0753,0.000178,0.802,0.142,0.41,109.89299999999999,0,1.6198345,3.289448
0.499,0.7090000000000001,10,-6.404,1,0.134,0.29600000000000004,0.0,0.331,0.314,164.032,1,-10.538139,-9.460325
0.69,0.873,9,-1.66,1,0.0734,0.0185,0.0,0.0526,0.599,114.03,0,2.4160094,0.67147386
0.758,0.598,0,-5.695,0,0.0868,0.16,0.0,0.295,0.6579999999999999,149.836,3,-8.032168,-8.545316
0.782,0.40399999999999997,0,-8.549,0,0.171,0.0491,0.778,0.28600000000000003,0.311,149.98,3,-7.825938,-8.863579
0.746,0.765,6,-4.41,0,0.0993,0.0112,0.0,0.0936,0.737,114.044,0,1.8072983,1.2386026
0.861,0.6579999999999999,11,-6.966,1,0.05,0.00903,0.8029999999999999,0.0443,0.625,114.0,0,2.224648,-0.10116021
0.653,0.6829999999999999,4,-3.82,1,0.0398,0.36,1e-06,0.324,0.534,113.977,0,1.3444159,1.6644384
0.782,0.795,4,-4.167,1,0.122,0.0689,0.0,0.109,0.402,114.036,0,1.3795558,1.7716274
0.647,0.915,4,-2.031,1,0.14800000000000002,0.0659,0.0,0.327,0.7759999999999999,113.936,0,0.9132082,1.3852154
0.7559999999999999,0.745,1,-3.263,0,0.0341,0.0631,0.0,0.221,0.726,109.06299999999999,0,2.1018226,3.3118305
0.746,0.765,6,-4.41,0,0.0993,0.0112,0.0,0.0936,0.737,114.044,0,1.7047373,1.137127
0.861,0.6579999999999999,11,-6.966,1,0.05,0.00903,0.8029999999999999,0.0443,0.625,114.0,0,2.0839844,-0.21242264
0.6559999999999999,0.889,1,-5.136,0,0.203,0.0228,7.56e-06,0.366,0.575,113.943,0,0.60352385,2.2986999
0.7070000000000001,0.838,1,-4.732,0,0.0599,0.0019,0.444,0.0961,0.318,122.985,0,-2.1764004,-0.78814805
0.7290000000000001,0.8959999999999999,1,-3.3080000000000003,0,0.0667,0.0295,1.52e-06,0.23399999999999999,0.62,114.035,0,0.38363892,1.9177996
0.6859999999999999,0.877,1,-4.854,0,0.14300000000000002,0.0089,0.000869,0.20800000000000002,0.406,123.91,0,-2.4472876,-1.1212772
0.7240000000000001,0.631,1,-5.403,1,0.0517,0.0873,0.0,0.0752,0.5479999999999999,129.019,3,-3.9848638,-2.7844586
0.7190000000000001,0.758,2,-5.167000000000001,0,0.0851,0.13699999999999998,0.0,0.129,0.49,147.023,3,-7.6559944,-7.922388
0.55,0.732,0,-6.88,1,0.105,0.0864,0.0,0.0425,0.24600000000000002,153.836,1,-8.475213,-9.224398
0.701,0.557,7,-5.757000000000001,1,0.14800000000000002,0.00484,0.0,0.252,0.514,100.21799999999999,2,7.3899817,5.507729
0.648,0.741,7,-6.655,1,0.313,0.00351,0.0,0.0932,0.23800000000000002,106.001,0,4.9654145,3.7000248
0.584,0.685,7,-7.811,1,0.425,0.0304,0.0,0.18899999999999997,0.345,97.551,2,8.248826,5.9357724
0.89,0.513,1,-5.996,1,0.154,0.0706,0.0,0.102,0.61,136.02,3,-5.503537,-6.1496277
0.625,0.6629999999999999,5,-5.115,1,0.0302,0.11199999999999999,0.0,0.105,0.39799999999999996,98.99799999999999,2,7.7395577,6.1388793
0.677,0.843,11,-5.087,0,0.0795,0.131,0.0,0.204,0.807,119.96799999999999,0,0.02139261,-1.4603257
0.7140000000000001,0.8440000000000001,6,-3.472,0,0.11699999999999999,0.00176,0.0,0.147,0.424,126.0,0,-2.7225146,-2.5427785
0.725,0.706,5,-4.766,1,0.121,0.193,0.0,0.109,0.667,120.042,0,-0.7877176,-0.4687107
0.804,0.498,8,-7.3870000000000005,0,0.0571,0.33899999999999997,0.000236,0.18,0.7040000000000001,105.008,0,4.9840436,4.548525
0.735,0.74,0,-3.8369999999999997,0,0.0519,0.0967,0.0,0.10099999999999999,0.541,141.94799999999998,3,-6.538674,-7.5220556
0.5770000000000001,0.746,2,-4.284,0,0.0386,0.00283,0.0,0.29,0.382,77.493,2,11.832297,8.385984
0.77,0.8029999999999999,0,-4.189,0,0.0301,0.0539,0.0,0.0812,0.903,140.02,3,-6.1390047,-7.045538
0.5579999999999999,0.762,2,-4.148,0,0.0604,0.032,0.0,0.28300000000000003,0.37,154.875,1,-8.971615,-9.0252905
0.669,0.684,7,-4.595,1,0.0585,0.252,0.0,0.72,0.466,96.09700000000001,2,8.685975,6.2148643
0.46299999999999997,0.804,2,-4.0089999999999995,0,0.0391,0.0573,0.0,0.43200000000000005,0.35200000000000004,154.91299999999998,1,-9.017245,-8.984475
0.662,0.9129999999999999,3,-4.482,0,0.149,0.0157,0.0,0.131,0.636,169.956,1,-10.35756,-10.530283
0.578,0.763,1,-3.612,0,0.0585,0.00336,0.0,0.0666,0.665,129.87,3,-4.5067563,-3.0838485
0.61,0.778,3,-4.501,1,0.0323,0.132,0.0,0.126,0.402,113.98200000000001,0,1.0736337,1.9006755
0.613,0.8420000000000001,10,-4.332,0,0.21899999999999997,0.0157,0.0,0.23,0.645,169.917,1,-11.22907,-9.888174
0.727,0.847,1,-4.2,1,0.0517,0.000606,0.00109,0.107,0.413,112.051,0,1.3390659,2.6710649
0.718,0.91,4,-3.125,0,0.18100000000000002,0.00244,0.0,0.231,0.725,118.104,0,-0.24139135,0.53344816
0.693,0.8059999999999999,1,-4.975,1,0.256,0.42,0.0,0.106,0.873,92.96600000000001,2,9.080505,7.4991546
0.563,0.903,4,-5.0889999999999995,0,0.14400000000000002,0.0011300000000000001,0.0,0.242,0.578,82.973,2,11.044089,8.048629
0.597,0.858,7,-6.244,1,0.14,0.028999999999999998,0.0,0.136,0.588,146.983,3,-8.192764,-7.2353163
0.6940000000000001,0.579,9,-7.567,1,0.23199999999999998,0.0615,0.0,0.0901,0.34,94.93700000000001,2,9.172708,6.0044374
0.647,0.8809999999999999,11,-4.42,0,0.0765,0.0015400000000000001,1.12e-06,0.113,0.456,100.001,2,7.8230114,4.815077
0.5529999999999999,0.897,0,-2.889,0,0.0761,0.0447,0.0,0.379,0.574,92.99,2,8.516588,7.9859266
0.591,0.955,8,-2.9530000000000003,1,0.14300000000000002,0.0018800000000000002,0.0,0.963,0.6409999999999999,110.06299999999999,0,3.3775237,1.8749584
0.5479999999999999,0.8370000000000001,0,-2.99,0,0.0364,0.015,0.0,0.13,0.327,107.00399999999999,0,5.6860104,2.5447493
0.544,0.852,11,-3.406,0,0.0378,0.000742,0.000152,0.0991,0.591,132.97899999999998,3,-5.04106,-4.5045004
0.289,0.7879999999999999,1,-4.452,1,0.0718,0.0218,0.0,0.0553,0.231,69.55199999999999,2,12.591188,8.330754
0.611,0.855,6,-4.7219999999999995,1,0.0496,0.00953,0.0,0.0901,0.708,94.95700000000001,2,8.752437,6.6847725
0.48700000000000004,0.872,5,-3.795,0,0.073,0.0141,0.0,0.278,0.7020000000000001,158.03,1,-9.724131,-9.075661
0.579,0.9009999999999999,10,-3.572,0,0.231,0.0313,0.0,0.47700000000000004,0.539,154.071,1,-9.555885,-8.193889
0.6829999999999999,0.96,8,-3.668,0,0.192,0.0448,0.0,0.37200000000000005,0.7140000000000001,116.05,0,0.9372479,0.17989308
0.5539999999999999,0.8140000000000001,4,-4.312,1,0.21100000000000002,0.47700000000000004,0.0,0.111,0.5720000000000001,166.06400000000002,1,-10.031208,-10.038488
0.634,0.996,9,-1.1079999999999999,1,0.254,0.161,0.0,0.331,0.401,97.976,2,8.084405,5.2653327
0.442,0.831,11,-4.32,0,0.272,0.0285,0.0,0.275,0.245,135.998,3,-5.806888,-4.8082967
0.6659999999999999,0.863,2,-4.4030000000000005,1,0.408,0.0222,0.0,0.452,0.616,167.916,1,-9.984222,-10.373599
0.645,0.972,11,-3.029,0,0.33799999999999997,0.0422,0.0,0.17800000000000002,0.57,118.101,0,0.688056,-0.90099174
0.71,0.691,3,-5.56,1,0.168,0.24100000000000002,0.0,0.0977,0.7020000000000001,100.77799999999999,2,6.893293,6.222003
