track_id,name,album_id,track_number,duration_ms,track_preview,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
249gnXrbfmV8NG6jTEMSwD,Life Goes On,2qehskW9lYGWfYb0xPZkrS,1,207481,https://p.scdn.co/mp3-preview/9dc29ff47cbdda2d3c5a66b3fabf9c7420f62950?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.566,0.716,1,-5.733,1,0.0424,0.00691,0.0,0.37,0.45,81.068
3QH8rQGNFX8VLbCgZ7uPTS,Fly To My Room,2qehskW9lYGWfYb0xPZkrS,2,222242,https://p.scdn.co/mp3-preview/178a7c05e3f026a21d2ba6ffce794d3809a1619c?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.764,0.526,11,-7.355,1,0.212,0.0484,0.0,0.0718,0.588,114.91
0n2moJpAEWHwaPYYjkzMDl,Blue & Grey,2qehskW9lYGWfYb0xPZkrS,3,254950,https://p.scdn.co/mp3-preview/2a9059469af841645ac22da0a4e644ed18fe6a04?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.547,0.605,8,-6.755,1,0.0415,0.42,0.0,0.125,0.364,121.953
4GVwjLRT7oSsKby7Vy8EHr,Skit,2qehskW9lYGWfYb0xPZkrS,4,179547,https://p.scdn.co/mp3-preview/3c9162790df928c29c3c9cfb69fb1115f160082a?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.703,0.321,4,-13.135,1,0.884,0.864,0.0,0.908,0.544,114.822
2FVpOsjT1iquZ3SpCjZ9Ne,Telepathy,2qehskW9lYGWfYb0xPZkrS,5,202313,https://p.scdn.co/mp3-preview/e057af6f770b0a7a5b50a8152194db8e7b538282?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.787,0.669,5,-4.333,0,0.0428,0.00782,0.0,0.123,0.57,104.994
54DmTIv86D3sYdiawjULQ0,Dis-ease,2qehskW9lYGWfYb0xPZkrS,6,239722,https://p.scdn.co/mp3-preview/0ceaed1d6b96fc04e513d10f05d1c736caf70b3f?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.731,0.845,8,-5.352,1,0.132,0.0132,0.0,0.0782,0.484,101.085
3ndCsZfq8OVwwkz9mmZvUz,Stay,2qehskW9lYGWfYb0xPZkrS,7,204800,https://p.scdn.co/mp3-preview/abcbd31b7da5f4eec72ca1248ef4108677c252ef?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.582,0.693,6,-5.048,1,0.0465,0.114,0.0,0.13,0.341,125.904
4saklk6nie3yiGePpBwUoc,Dynamite,2qehskW9lYGWfYb0xPZkrS,8,199053,https://p.scdn.co/mp3-preview/a707728846c105f4d8552b8546c30b121bf517f0?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.746,0.765,6,-4.41,0,0.0993,0.0112,0.0,0.0936,0.737,114.044
5raJ9QoZOdoRZ1MZOcygkR,INTRO : Calling,1nScVw87kRJiT2bg2Kswhp,1,84613,https://p.scdn.co/mp3-preview/7853dd7e3e7e9cdfae7c20828bd12f811c2d3ec2?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.486,0.61,10,-12.063,1,0.0348,0.582,0.791,0.144,0.0806,144.992
3Ys2PYl1wyPKQIwyqhP9cQ,Stay Gold,1nScVw87kRJiT2bg2Kswhp,2,243266,https://p.scdn.co/mp3-preview/19fa523e4ac6bca9f87653a98a283d5de149552b?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.723,0.634,1,-5.415,1,0.0542,0.0892,0.0,0.0787,0.582,129.017
1GAAUZBTaIM1LwNpOJQJrZ,Boy With Luv - Japanese ver.,1nScVw87kRJiT2bg2Kswhp,3,230013,https://p.scdn.co/mp3-preview/6a27654ffee259840731e592332743584a9f80a6?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.673,0.855,11,-4.65,0,0.089,0.0661,0.0,0.209,0.78,119.917
6P0Ni8GrnwRScC4uk8tKqM,Make It Right - Japanese ver.,1nScVw87kRJiT2bg2Kswhp,4,225520,https://p.scdn.co/mp3-preview/366ef411e6808a5e389f21e7c7bf8a4ba776481e?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.571,0.703,7,-7.401,1,0.468,0.0163,0.0,0.262,0.238,104.067
6j0NiWoRQDiNC05RwVVZNa,Dionysus - Japanese ver.,1nScVw87kRJiT2bg2Kswhp,5,248906,https://p.scdn.co/mp3-preview/501e684efc0c2e699f863b6de28844dbb7b8200a?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.455,0.893,7,-3.712,1,0.148,0.0218,0.0,0.358,0.588,175.992
2vYF5MHeCNtqCVastthDAo,IDOL - Japanese ver.,1nScVw87kRJiT2bg2Kswhp,6,223213,https://p.scdn.co/mp3-preview/b93742d9242b6f6d0b4bcdb62d99a40e2d57dde4?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.705,0.754,6,-5.453,0,0.0895,0.000331,0.0,0.129,0.422,126.014
4EeVAiJtyblHzvkN9sZCmM,Airplane pt.2 - Japanese ver.,1nScVw87kRJiT2bg2Kswhp,7,220053,https://p.scdn.co/mp3-preview/d938962243993b699d92d72eaee8c68edc0416a9?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.752,0.782,0,-5.173,0,0.0297,0.04,1.04e-06,0.0841,0.901,139.994
4jTEbIwCMcHSwlSEiR4NlQ,FAKE LOVE - Japanese ver.,1nScVw87kRJiT2bg2Kswhp,8,243533,https://p.scdn.co/mp3-preview/21635bcd2b8d3c97156c0e7978a52d7faf38bd71?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.546,0.682,2,-5.628,0,0.039,0.00362,0.0,0.295,0.433,154.923
5smmjzMNkj4YSacTBH6taZ,Black Swan - Japanese ver.,1nScVw87kRJiT2bg2Kswhp,9,198760,https://p.scdn.co/mp3-preview/7ce3e0f605472bd30c3b12172585725b97e2f419?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.714,0.736,2,-5.724,0,0.0819,0.166,0.0,0.133,0.536,147.037
2hhizKAVm9wNn0d2N05jkG,ON - Japanese ver.,1nScVw87kRJiT2bg2Kswhp,10,247986,https://p.scdn.co/mp3-preview/d016e8bad6dc7e81834f5f3134d82b054b887f3f?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.598,0.821,9,-5.653,0,0.114,0.119,0.0,0.298,0.428,105.991
3TDUktzfYXMWjkWqwoT5F1,Lights,1nScVw87kRJiT2bg2Kswhp,11,292853,https://p.scdn.co/mp3-preview/1158611db4e6f8ffa249008187a8f6681878fa44?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.608,0.644,5,-5.588,1,0.0314,0.156,0.0,0.124,0.431,99.005
3TZ7NHkMT82AhwuYsd00Hz,Your eyes tell,1nScVw87kRJiT2bg2Kswhp,12,245146,https://p.scdn.co/mp3-preview/fe45b2fdf3d72258b1cfe2e48605ad683621680c?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.449,0.491,9,-6.433,0,0.029,0.279,0.0,0.0654,0.258,139.923
0VF357Gjay5vvCqWA1kSu6,OUTRO : The Journey,1nScVw87kRJiT2bg2Kswhp,13,76506,https://p.scdn.co/mp3-preview/055610bb016688678fdc7d2f167c340ab8c19108?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.523,0.455,9,-14.26,0,0.0632,0.704,0.459,0.135,0.165,136.959
2BgZrbbAZxSnyE7U5efVrG,Intro : Persona,6mJZTV8lCqnwftYZa94bXS,1,171023,https://p.scdn.co/mp3-preview/cdb39e2a244c28523e6f34fc686a15251d2a03a6?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.469,0.87,9,-4.475,0,0.342,0.0278,0.0,0.313,0.652,86.622
1ZpFxOhpzT1MDCq7zjtOV1,Boy With Luv (Feat. Halsey),6mJZTV8lCqnwftYZa94bXS,2,229773,https://p.scdn.co/mp3-preview/d16797fb391fb909f3c46454d7cf89a2718f8171?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.645,0.862,11,-4.757,0,0.0965,0.0923,0.0,0.192,0.798,119.991
1OqkHhYOcqfwYx7LqlAE8Y,Make It Right,6mJZTV8lCqnwftYZa94bXS,3,226321,https://p.scdn.co/mp3-preview/27d07e11fef56c0f8cb8a7e77a445e7371971ea5?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.638,0.703,7,-7.874,1,0.444,0.0104,0.0,0.132,0.261,105.766
5oXdWFCLkBX5XmGbTrlK40,Jamais Vu,6mJZTV8lCqnwftYZa94bXS,4,227275,https://p.scdn.co/mp3-preview/698f1a4a1767f3ea64e40b04d9be33d923b8f827?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.608,0.47,8,-6.73,1,0.0428,0.226,0.0,0.0963,0.241,81.0
2SytGgja3g2R2N9lzV6n3E,Dionysus,6mJZTV8lCqnwftYZa94bXS,5,249215,https://p.scdn.co/mp3-preview/a862e818956230137be205f8d69aac014361f554?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.502,0.91,7,-2.769,1,0.107,0.04,0.0,0.319,0.588,176.084
2Nib4r0saYQf2pUV4RFDhl,Interlude : Shadow,6mJZTV8lCqnwftYZa94bXS,6,259821,https://p.scdn.co/mp3-preview/33c30046b75168bdcf63b405c2efff71c50a1a6e?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.385,0.798,9,-6.439,0,0.483,0.115,0.0,0.181,0.141,149.756
3bkkMZEAhx7rTVz1C0itRQ,Black Swan,6mJZTV8lCqnwftYZa94bXS,7,198260,https://p.scdn.co/mp3-preview/879c7106422b0b53852209da6a63210be7e09b01?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.719,0.758,2,-5.167,0,0.0851,0.137,0.0,0.129,0.49,147.023
0ono6UCNVZ1XqOm6j78Blu,Filter,6mJZTV8lCqnwftYZa94bXS,8,180220,https://p.scdn.co/mp3-preview/43c93d00d5efbf03937c1ca807fdb383399d598b?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.781,0.762,10,-5.188,0,0.0626,0.0222,0.0,0.121,0.86,110.042
4vTgx6h4seHvkuFh84JXYP,My Time,6mJZTV8lCqnwftYZa94bXS,9,234457,https://p.scdn.co/mp3-preview/67513befcc0aea1b35469beace63730a10c506dd?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.674,0.64,0,-5.139,0,0.0339,0.151,0.0,0.0925,0.664,99.908
3op7HNwLli54MBjFGzIlZO,Louder than bombs,6mJZTV8lCqnwftYZa94bXS,10,217404,https://p.scdn.co/mp3-preview/c6e50ef39b6a32414e5f6d1f7996951452f936b0?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.643,0.667,0,-6.993,0,0.152,0.0433,0.0,0.0904,0.485,145.999
2QyuXBcV1LJ2rq01KhreMF,ON,6mJZTV8lCqnwftYZa94bXS,11,246380,https://p.scdn.co/mp3-preview/1a6af8c9cbcb74c83baabaa10f454db08c13e178?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.583,0.817,9,-5.146,0,0.0987,0.118,0.0,0.338,0.438,105.936
1aKuG1GG76xPLUkjBbQo3W,UGH!,6mJZTV8lCqnwftYZa94bXS,12,225012,https://p.scdn.co/mp3-preview/fd37160449b3c6a8f273fb5e4a01626f7a226c25?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.72,0.824,10,-5.086,0,0.128,0.0394,0.0,0.0509,0.333,165.998
4AlihYDqxXshKhvh5tnMfP,00:00 (Zero O’Clock),6mJZTV8lCqnwftYZa94bXS,13,250295,https://p.scdn.co/mp3-preview/c99f9536de8a5d40e925a4fe5cccea03a1af419b?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.566,0.548,1,-6.456,1,0.0579,0.0802,0.0,0.11,0.196,157.999
4BKOjYosPhw334moS3wlbO,Inner Child,6mJZTV8lCqnwftYZa94bXS,14,233265,https://p.scdn.co/mp3-preview/c81decec9e9bd8aabe6f3c7f2799ed2e4025470e?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.589,0.696,11,-7.981,1,0.0725,0.017,0.0,0.0808,0.332,134.953
7w05lsU2VLSeiT8Nukrv5M,Friends,6mJZTV8lCqnwftYZa94bXS,15,199338,https://p.scdn.co/mp3-preview/7011f2ff7f8f70782ba04e357aa1bff42ee20007?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.55,0.747,1,-5.211,1,0.0407,0.0668,0.0,0.0536,0.648,79.98
1xfXXujIlLZAx5wpu46Nyk,Moon,6mJZTV8lCqnwftYZa94bXS,16,208589,https://p.scdn.co/mp3-preview/f4d1590859b7157d448b9b2bdaa73b1f8cefa477?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.703,0.646,6,-6.658,1,0.0596,0.0104,0.0,0.191,0.64,141.87
37TSJmYKLxXmx8OehFpqMN,Respect,6mJZTV8lCqnwftYZa94bXS,17,237540,https://p.scdn.co/mp3-preview/92072fff00e62636917c31592c9df176d55fa9ae?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.661,0.84,0,-4.805,1,0.116,0.00485,0.0,0.287,0.524,91.457
44WLOqH7QayQOQdeUHeKUK,We are Bulletproof : the Eternal,6mJZTV8lCqnwftYZa94bXS,18,261542,https://p.scdn.co/mp3-preview/88aeb9a27fae72fd1b7d28ae769e23139637df5a?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.526,0.575,9,-5.215,0,0.0309,0.225,0.0,0.108,0.19,84.047
3r9FFjLrAIQjoR8pSHVPC9,Outro : Ego,6mJZTV8lCqnwftYZa94bXS,19,196198,https://p.scdn.co/mp3-preview/396c860a6dcf98c94c0b371da7f3afa2e83341fa?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.808,0.903,0,-3.106,1,0.0958,0.0121,0.000233,0.0993,0.473,116.988
3IB5qOeMayvpOdHxYCL5tZ,ON (Feat. Sia),6mJZTV8lCqnwftYZa94bXS,20,246816,https://p.scdn.co/mp3-preview/00b8c392f241849438956590f4b90ea432f68cec?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.591,0.848,9,-4.397,0,0.0828,0.137,0.0,0.372,0.386,105.922
2isSdmQfVv32j2haL6hk9x,Intro : Persona,1AvXa8xFEXtR3hb4bgihIK,1,171023,https://p.scdn.co/mp3-preview/cdb39e2a244c28523e6f34fc686a15251d2a03a6?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.469,0.87,9,-4.475,0,0.342,0.0278,0.0,0.313,0.652,86.622
5KawlOMHjWeUjQtnuRs22c,Boy With Luv (feat. Halsey),1AvXa8xFEXtR3hb4bgihIK,2,229773,https://p.scdn.co/mp3-preview/d16797fb391fb909f3c46454d7cf89a2718f8171?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.645,0.862,11,-4.757,0,0.0965,0.0923,0.0,0.192,0.798,119.991
5hnbE5BF2e8BCk9OMR1UVC,Mikrokosmos,1AvXa8xFEXtR3hb4bgihIK,3,224225,https://p.scdn.co/mp3-preview/3f29d0aa131984a690e3cc10629b2faa2303e69c?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.58,0.858,8,-5.212,1,0.114,0.125,0.0,0.0502,0.475,174.039
6KUE0HSSudAp9AOycaF6SH,Make It Right,1AvXa8xFEXtR3hb4bgihIK,4,226321,https://p.scdn.co/mp3-preview/27d07e11fef56c0f8cb8a7e77a445e7371971ea5?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.638,0.703,7,-7.874,1,0.444,0.0104,0.0,0.132,0.261,105.766
7lthOBXNue2IvedLRfkod8,HOME,1AvXa8xFEXtR3hb4bgihIK,5,234177,https://p.scdn.co/mp3-preview/9fb02e3c757ce10d6dc027ca750a94143e9e3dc2?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.633,0.799,7,-4.625,0,0.0429,0.0142,0.0,0.194,0.535,142.991
0eeeyCAGnGZInPtpkdYiPa,Jamais Vu,1AvXa8xFEXtR3hb4bgihIK,6,227275,https://p.scdn.co/mp3-preview/698f1a4a1767f3ea64e40b04d9be33d923b8f827?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.608,0.47,8,-6.73,1,0.0428,0.226,0.0,0.0963,0.241,81.0
6JdS5rJvJaRA7B1tcm7kxZ,Dionysus,1AvXa8xFEXtR3hb4bgihIK,7,249215,https://p.scdn.co/mp3-preview/a862e818956230137be205f8d69aac014361f554?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.502,0.91,7,-2.769,1,0.107,0.04,0.0,0.319,0.588,176.084
6ePyl2ns4b7MVYhjsj32ZK,Intro: Singularity,2jJfnAZE6IG3oYnUv2eCj4,1,196998,https://p.scdn.co/mp3-preview/c48422737e521a89037f06d34b12164c7c25fae2?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.775,0.271,1,-9.131,0,0.092,0.554,0.00285,0.112,0.204,104.001
3aW0ds4A4tSQDIp75FqWTo,FAKE LOVE,2jJfnAZE6IG3oYnUv2eCj4,2,242333,https://p.scdn.co/mp3-preview/bc24526c6a5e4d2a63bdbf364705a6012ff2d649?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.557,0.719,2,-4.515,0,0.0372,0.00267,0.0,0.306,0.344,77.501
48XfojJC87VKLlUotYV0Gm,The Truth Untold,2jJfnAZE6IG3oYnUv2eCj4,3,242292,https://p.scdn.co/mp3-preview/9962cf7e18a736f3123861973130908accc43769?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.57,0.422,1,-7.561,0,0.0422,0.372,0.0,0.127,0.169,113.007
38td8VabuKlQt72Q2VnhbO,134340,2jJfnAZE6IG3oYnUv2eCj4,4,230063,https://p.scdn.co/mp3-preview/7fd31fde56136136340cc961c376fa69a46440a9?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.664,0.688,11,-6.466,0,0.0543,0.153,9.14e-05,0.173,0.65,106.022
01dmH2IPkrLNWIMPNXlreE,Paradise,2jJfnAZE6IG3oYnUv2eCj4,5,211223,https://p.scdn.co/mp3-preview/1a898d1670be342208b8b5459f6a766b25aa21f4?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.519,0.828,5,-5.523,1,0.365,0.214,0.0,0.0571,0.929,139.413
645YBsxhFPSOKxGep3uHLv,Love Maze,2jJfnAZE6IG3oYnUv2eCj4,6,221529,https://p.scdn.co/mp3-preview/a2ee6a5b081332e9564a156bcd67b7ae6c91d88f?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.636,0.876,9,-4.652,1,0.0617,0.0487,0.0,0.0728,0.759,149.932
22ryCgQttpV7oCrn7llGRu,Magic Shop,2jJfnAZE6IG3oYnUv2eCj4,7,275695,https://p.scdn.co/mp3-preview/eec98a019af3488763e39162ed7eb72057fb329b?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.541,0.661,1,-5.838,1,0.0889,0.103,0.0,0.0779,0.285,149.926
1trFxVLL8WKhYap543e74l,Airplane pt.2,2jJfnAZE6IG3oYnUv2eCj4,8,218614,https://p.scdn.co/mp3-preview/62a4c033f9eef90b55c5630cf6a9b45621036bbe?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.769,0.817,0,-4.092,0,0.0339,0.0268,9.95e-05,0.084,0.866,139.979
4lRwa7PKcGIuJMwtPIYKdy,Anpanman,2jJfnAZE6IG3oYnUv2eCj4,9,232966,https://p.scdn.co/mp3-preview/dbf1afe08ef74e179135ad757a3bcbf139dfac08?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.813,0.875,1,-2.92,0,0.0918,0.0237,0.0,0.288,0.756,99.004
4CvId64YZSB0RfRdfzPIQU,So What,2jJfnAZE6IG3oYnUv2eCj4,10,281520,https://p.scdn.co/mp3-preview/ed62d9a7746e4e788e6b872a2510c447d6fb3558?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.656,0.883,9,-4.294,0,0.0737,0.0238,0.0,0.0481,0.46,129.947
5p10VwQ8LRoyTc8LFrvPw6,Outro: Tear,2jJfnAZE6IG3oYnUv2eCj4,11,284980,https://p.scdn.co/mp3-preview/aa4747a0ba2e49a965b31928c150e2fd7f641f08?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.711,0.903,6,-2.723,0,0.247,0.327,0.0,0.0887,0.467,140.015
3asJVXjbxNEOwPUL47wvcc,INTRO : Ringwanderung,66J1OXSaS3hBZASOV3el8t,1,86053,https://p.scdn.co/mp3-preview/df416c68a76e3cda66b70a94fa88b914083a9570?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.589,0.824,10,-6.402,0,0.26,0.552,0.0275,0.133,0.207,115.3
6yGKx4J9UdMp7tcaGXWzDj,Best Of Me - Japanese ver.,66J1OXSaS3hBZASOV3el8t,2,227920,https://p.scdn.co/mp3-preview/59364df2acdad52807b85be53ec8f16fe9fee443?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.659,0.769,0,-4.262,0,0.0831,0.0366,0.0,0.405,0.398,122.006
6u1ILVDFXcmQGQGCA3h849,血、汗、涙 - Japanese ver.,66J1OXSaS3hBZASOV3el8t,3,216706,https://p.scdn.co/mp3-preview/b51408e462be49c33f7eb373f4e690a400d068b0?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.61,0.892,0,-3.52,0,0.108,0.0704,0.0,0.315,0.576,93.039
4Bkh5uDlP14vneIoRG0umC,DNA - Japanese ver.,66J1OXSaS3hBZASOV3el8t,4,223706,https://p.scdn.co/mp3-preview/7dfc5cf5b6a3dd715e100bf7fbe69dfc2dd05715?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.574,0.761,1,-3.579,0,0.0849,0.00335,0.0,0.0645,0.597,129.817
6aJj9OlLiZVagW8fd8ZtK3,Not Today - Japanese ver.,66J1OXSaS3hBZASOV3el8t,5,233880,https://p.scdn.co/mp3-preview/c243cb67fc9d523a9b4e166cb7cc79bbb305665d?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.598,0.938,0,-4.068,0,0.143,0.00191,0.0,0.88,0.672,110.021
3N6te5xi59Ex4HudLKsgGS,MIC Drop - Japanese ver.,66J1OXSaS3hBZASOV3el8t,6,238226,https://p.scdn.co/mp3-preview/c42bcb2e30bfa6416c95e2d2abd51d419ed55a97?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.664,0.913,3,-4.474,0,0.148,0.0136,0.0,0.1,0.622,169.974
3zIG0WuI5RoJsFYnErkFDU,Don't Leave Me,66J1OXSaS3hBZASOV3el8t,7,227413,https://p.scdn.co/mp3-preview/5a65f13f8038aa9eb64f9146973621f83b785271?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.62,0.778,8,-4.622,0,0.0724,0.116,0.0,0.312,0.386,147.012
0YguyyCOTyujhSDXWyB4W3,Go Go - Japanese ver.,66J1OXSaS3hBZASOV3el8t,8,237306,https://p.scdn.co/mp3-preview/98da46e52466c2fe92fdb311b9d5d8af3d95022f?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.837,0.69,10,-4.705,0,0.088,0.222,0.0,0.0833,0.847,136.07
6NbfFVZ01Ttvvqmcok8DxL,Crystal Snow,66J1OXSaS3hBZASOV3el8t,9,323360,https://p.scdn.co/mp3-preview/17ca9fdc07b071c32421d4f986f5529e83d2e2e0?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.618,0.766,3,-4.507,1,0.0323,0.117,0.0,0.121,0.448,113.997
4a8guR4owPEdDyLsPIC6HP,Spring Day - Japanese ver.,66J1OXSaS3hBZASOV3el8t,10,276840,https://p.scdn.co/mp3-preview/b52ce05527997975c708b1b67ffb9900f8aa784b?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.572,0.825,8,-4.383,1,0.037,0.104,0.0,0.085,0.424,106.976
1OqDvYVDhJyFZny7XlfIyZ,Let Go,66J1OXSaS3hBZASOV3el8t,11,299706,https://p.scdn.co/mp3-preview/f81f1ebb66d9bfa5bf859bf74901ee9d03a73090?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.558,0.863,4,-3.53,1,0.178,0.17,0.0,0.289,0.388,173.908
0qrPZ27AhOahJivGsDbUSS,OUTRO : Crack,66J1OXSaS3hBZASOV3el8t,12,74746,https://p.scdn.co/mp3-preview/0bbe8bfbea1fb03dcbe8b8f2eb2b804bbbc28e2e?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.729,0.386,2,-5.623,1,0.382,0.864,0.574,0.114,0.0567,90.138
7iV733e1KacKrFRaBNxVEf,Intro: Serendipity,2FTS6a6DLXMNp8flyA0HGO,1,139971,https://p.scdn.co/mp3-preview/b2a256ffa6df3bfa1c120881be17e6649cdb5d1a?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.476,0.581,8,-8.795,1,0.12,0.523,0.0,0.201,0.282,129.568
5SE57ljOIUJ1ybL9U6CuBH,DNA,2FTS6a6DLXMNp8flyA0HGO,2,223122,https://p.scdn.co/mp3-preview/ef7f2f01d7b95b8047075247a68d598a71d13ccb?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.598,0.775,1,-4.035,0,0.0545,0.022,0.0,0.0677,0.687,129.819
2tdq0CeAGSfhI2l4Gwkvgx,Best Of Me,2FTS6a6DLXMNp8flyA0HGO,3,227191,https://p.scdn.co/mp3-preview/7a9a70ee86c55b41048088d670be8eb2f708b051?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.651,0.756,8,-4.388,1,0.0762,0.0298,0.0,0.396,0.473,121.96
3ryjLm3oupIjJFGc39naNi,dimple,2FTS6a6DLXMNp8flyA0HGO,4,196776,https://p.scdn.co/mp3-preview/3b670768d2b1e55ebdbde91b8c116b48f97f1dae?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.612,0.844,5,-4.694,0,0.0756,0.142,0.0,0.287,0.653,134.868
0ffweDHrg4bZqdG4IfGYuo,Pied Piper,2FTS6a6DLXMNp8flyA0HGO,5,245620,https://p.scdn.co/mp3-preview/248ad5fb284b85e40d92dbaec9b971a47a086771?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.583,0.712,2,-4.942,0,0.0326,0.2,0.0,0.268,0.776,94.051
7KXEhfjwdxHVra8VcT2QHH,Skit: Billboard Music Awards Speech,2FTS6a6DLXMNp8flyA0HGO,6,107062,https://p.scdn.co/mp3-preview/e079a7964bbe1b3c1a20dce080c2a55ef5aeb32c?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.252,0.694,0,-15.389,0,0.429,0.38,0.000203,0.66,0.325,87.293
2SYa5Lx1uoCvyDIW4oee9b,MIC Drop,2FTS6a6DLXMNp8flyA0HGO,7,238193,https://p.scdn.co/mp3-preview/045b01681f7405313098aad8bbe1ce8182104440?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.667,0.889,6,-4.851,1,0.0918,0.00912,0.0,0.0816,0.541,169.959
5nq1uTNIR1cBR72T87viS0,Go Go,2FTS6a6DLXMNp8flyA0HGO,8,235779,https://p.scdn.co/mp3-preview/a94bba92d68e8b679731af8b41a7ab535207a267?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.856,0.617,10,-5.308,0,0.0841,0.171,0.0,0.0857,0.759,136.082
3l8yQMdniG6Os8gUBNXV57,Outro: Her,2FTS6a6DLXMNp8flyA0HGO,9,228612,https://p.scdn.co/mp3-preview/0172f8362c56814fc13d0d165e4c5f5623521cc5?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.481,0.927,3,-5.704,1,0.27,0.317,0.0,0.0583,0.448,88.931
2nYeLw0cKYK32x3R4xfszY,Intro: Boy Meets Evil,7LF4N7lvyDhrPBuCJ1rplJ,1,121770,https://p.scdn.co/mp3-preview/8dc6ceb4823172cf3b0fb0cc6bd4e3542d4570ac?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.573,0.89,5,-3.53,0,0.214,0.0212,0.0,0.132,0.242,130.254
