track_id,name,album_id,track_number,duration_ms,track_preview,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
6CmEiwG6PRrEjPrN6CJYQq,Blood Sweat & Tears,7LF4N7lvyDhrPBuCJ1rplJ,2,217051,https://p.scdn.co/mp3-preview/481b97048b27220146e90ef34747722cd270e25a?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.583,0.885,0,-3.571,0,0.106,0.0244,0.0,0.357,0.601,92.959
4HQ22c749XoBEnLbTFNojg,Begin,7LF4N7lvyDhrPBuCJ1rplJ,3,229740,https://p.scdn.co/mp3-preview/a557f944111104ffb9dbb134b4bdbe03c197c7e5?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.566,0.844,9,-5.222,0,0.0444,0.00361,0.000257,0.141,0.291,131.049
5MUexKUkwBxDPCQbbqmF9q,Lie,7LF4N7lvyDhrPBuCJ1rplJ,4,215752,https://p.scdn.co/mp3-preview/b4b26e8f98b837a996ecaae57e5551dffc22ed47?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.542,0.777,6,-5.582,0,0.033,0.00331,0.0,0.178,0.503,94.069
1vB4viek8riCix3oKRTEH9,Stigma,7LF4N7lvyDhrPBuCJ1rplJ,5,216063,https://p.scdn.co/mp3-preview/82e82a6dc101d5a45ef589c8422237784fcb43c5?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.583,0.475,0,-5.556,0,0.0846,0.148,0.0,0.139,0.332,136.034
4ND6yU6omirJrzK7y1oide,First Love,7LF4N7lvyDhrPBuCJ1rplJ,6,189795,https://p.scdn.co/mp3-preview/e6508c0a5dd19f31508a632b3ee35e183e4b62f9?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.517,0.741,8,-5.997,0,0.323,0.362,0.0,0.164,0.672,86.526
4M9gBQfL21fW6XnVYYK3x3,Reflection,7LF4N7lvyDhrPBuCJ1rplJ,7,233917,https://p.scdn.co/mp3-preview/4a85118c7565938ad0c2607ffeb912e10584b539?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.56,0.607,2,-7.991,1,0.076,0.0135,1.63e-06,0.2,0.27,73.995
4bAeMqbuBUj0DFeHIBQQTt,MAMA,7LF4N7lvyDhrPBuCJ1rplJ,8,212275,https://p.scdn.co/mp3-preview/c8612b4c243dc850bf610131909553667028d8ee?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.544,0.739,5,-4.818,0,0.232,0.000226,2.14e-05,0.0816,0.467,185.81
4ZI7c5pLm0OOWQzI5JzVyo,Awake,7LF4N7lvyDhrPBuCJ1rplJ,9,226160,https://p.scdn.co/mp3-preview/5ea03e54f3dcd2523b40554ee61342047fdf82b3?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.357,0.498,3,-6.589,1,0.0332,0.023,1.99e-06,0.269,0.339,142.816
1EB1CrSfftAQLRsQtDOivu,Lost,7LF4N7lvyDhrPBuCJ1rplJ,10,241787,https://p.scdn.co/mp3-preview/6b0c6a0e885ab81c18f37b59d646b000653bfea0?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.547,0.84,9,-4.156,0,0.0551,0.000371,0.0,0.0562,0.479,85.001
08cg1mkpUaCGkBqy0DwWTA,BTS Cypher 4,7LF4N7lvyDhrPBuCJ1rplJ,11,294463,https://p.scdn.co/mp3-preview/e6739259f7b08212e1a0aa2f35b8954e5496d026?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.817,0.797,1,-4.395,0,0.084,0.00533,7.77e-06,0.0551,0.362,119.977
4fnqOPSFG7PI5ng1rDHS7l,Am I Wrong,7LF4N7lvyDhrPBuCJ1rplJ,12,213082,https://p.scdn.co/mp3-preview/71bdb41d91f8b5a97440531a4b63fe7473ef6f71?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.761,0.834,6,-4.992,1,0.0494,0.00125,1e-05,0.0868,0.68,107.988
02NkvjI3og7b0OeTv0Tmdb,21st Century Girl,7LF4N7lvyDhrPBuCJ1rplJ,13,192596,https://p.scdn.co/mp3-preview/9dda594b7c257056c7e93d3ae2c3e7df11b2e3a0?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.716,0.906,2,-3.539,1,0.0717,0.00423,0.0,0.0547,0.762,101.028
5fYm8baZVZwc1p4xUyjRub,2! 3!,7LF4N7lvyDhrPBuCJ1rplJ,14,272537,https://p.scdn.co/mp3-preview/c06ae86a69ef4f53de4c1b630f1a8ad109df9707?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.439,0.928,7,-4.096,1,0.233,0.0254,0.0,0.1,0.599,169.928
0WNGsQ1oAuHzNTk8jivBKW,Spring Day,7LF4N7lvyDhrPBuCJ1rplJ,15,274097,https://p.scdn.co/mp3-preview/013456e3b8d400c5ec20e58014f7747db16fcdfd?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.539,0.846,8,-3.192,1,0.0354,0.0063,1.68e-06,0.13,0.46,106.992
4hrpoqJMVE7FxBu1YWx0eQ,Not Today,7LF4N7lvyDhrPBuCJ1rplJ,16,231859,https://p.scdn.co/mp3-preview/f00916900e79dc0b591b9dc3d413ae3a1876db84?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.594,0.946,8,-3.408,1,0.126,0.00181,1.04e-06,0.923,0.665,110.024
1yEzWCIc2MUt9Fw1p25YUo,Outro: Wings,7LF4N7lvyDhrPBuCJ1rplJ,17,225446,https://p.scdn.co/mp3-preview/59b74af475e83284d0e3379a2f9de9a60829b1e5?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.654,0.903,11,-3.117,0,0.121,0.00503,0.0,0.0875,0.659,124.988
0rwNiysHvEWZWendzWyadr,A Supplementary Story: You Never Walk Alone,7LF4N7lvyDhrPBuCJ1rplJ,18,156060,https://p.scdn.co/mp3-preview/5b8263e2055076abd074a0f44350f8e048962e20?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.695,0.903,8,-4.788,1,0.152,0.00596,0.0,0.0668,0.59,127.99
62c60jSWnJWI4EImxeNeSW,Intro: Boy Meets Evil,17FnTn4P3Bkyf6mbNQDhhy,1,121770,https://p.scdn.co/mp3-preview/8dc6ceb4823172cf3b0fb0cc6bd4e3542d4570ac?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.573,0.89,5,-3.53,0,0.214,0.0212,0.0,0.132,0.242,130.254
5RGf8qn1TBWVplLyyKUsuV,Blood Sweat & Tears,17FnTn4P3Bkyf6mbNQDhhy,2,217051,https://p.scdn.co/mp3-preview/481b97048b27220146e90ef34747722cd270e25a?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.583,0.885,0,-3.571,0,0.106,0.0244,0.0,0.357,0.601,92.959
6KQSeSPqBa15gMWLO1fdkk,Begin,17FnTn4P3Bkyf6mbNQDhhy,3,229740,https://p.scdn.co/mp3-preview/a557f944111104ffb9dbb134b4bdbe03c197c7e5?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.566,0.844,9,-5.222,0,0.0444,0.00361,0.000257,0.141,0.291,131.049
2cn8rNlgnQOJoqWqXRvWQu,Lie,17FnTn4P3Bkyf6mbNQDhhy,4,215752,https://p.scdn.co/mp3-preview/b4b26e8f98b837a996ecaae57e5551dffc22ed47?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.542,0.777,6,-5.582,0,0.033,0.00331,0.0,0.178,0.503,94.069
626lrZfNIlthgrUfjvRYrh,Stigma,17FnTn4P3Bkyf6mbNQDhhy,5,216063,https://p.scdn.co/mp3-preview/82e82a6dc101d5a45ef589c8422237784fcb43c5?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.583,0.475,0,-5.556,0,0.0846,0.148,0.0,0.139,0.332,136.034
3TVWi92dWPMVcKpXvX32UX,First Love,17FnTn4P3Bkyf6mbNQDhhy,6,189795,https://p.scdn.co/mp3-preview/e6508c0a5dd19f31508a632b3ee35e183e4b62f9?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.517,0.741,8,-5.997,0,0.323,0.362,0.0,0.164,0.672,86.526
4Eqo5hcqVnaAfL4J4W5Jjl,Reflection,17FnTn4P3Bkyf6mbNQDhhy,7,233917,https://p.scdn.co/mp3-preview/4a85118c7565938ad0c2607ffeb912e10584b539?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.56,0.607,2,-7.991,1,0.076,0.0135,1.63e-06,0.2,0.27,73.995
5U1XqpEGLeDd48dDFNqQEC,MAMA,17FnTn4P3Bkyf6mbNQDhhy,8,212275,https://p.scdn.co/mp3-preview/c8612b4c243dc850bf610131909553667028d8ee?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.544,0.739,5,-4.818,0,0.232,0.000226,2.14e-05,0.0816,0.467,185.81
0UDCfleTgwihlnOUxbzokR,Awake,17FnTn4P3Bkyf6mbNQDhhy,9,226160,https://p.scdn.co/mp3-preview/5ea03e54f3dcd2523b40554ee61342047fdf82b3?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.357,0.498,3,-6.589,1,0.0332,0.023,1.99e-06,0.269,0.339,142.816
44F7Ieb36A6B2mXgrJLdR9,Lost,17FnTn4P3Bkyf6mbNQDhhy,10,241787,https://p.scdn.co/mp3-preview/6b0c6a0e885ab81c18f37b59d646b000653bfea0?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.547,0.84,9,-4.156,0,0.0551,0.000371,0.0,0.0562,0.479,85.001
1QWxddJmOhQb1vDdyTipMR,BTS Cypher 4,17FnTn4P3Bkyf6mbNQDhhy,11,294463,https://p.scdn.co/mp3-preview/e6739259f7b08212e1a0aa2f35b8954e5496d026?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.817,0.797,1,-4.395,0,0.084,0.00533,7.77e-06,0.0551,0.362,119.977
1ORnZ5RmTKhVxPrjORKxAE,Am I Wrong,17FnTn4P3Bkyf6mbNQDhhy,12,213082,https://p.scdn.co/mp3-preview/71bdb41d91f8b5a97440531a4b63fe7473ef6f71?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.761,0.834,6,-4.992,1,0.0494,0.00125,1e-05,0.0868,0.68,107.988
6RioKpKPuG1vuyU0wnlAZx,21st Century Girl,17FnTn4P3Bkyf6mbNQDhhy,13,192596,https://p.scdn.co/mp3-preview/9dda594b7c257056c7e93d3ae2c3e7df11b2e3a0?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.716,0.906,2,-3.539,1,0.0717,0.00423,0.0,0.0547,0.762,101.028
0ma7lbs8BsVIv2kSaqOsDI,2! 3!,17FnTn4P3Bkyf6mbNQDhhy,14,272537,https://p.scdn.co/mp3-preview/c06ae86a69ef4f53de4c1b630f1a8ad109df9707?cid=6bff2558c1ee4b428271863f3ff2cf2f,0.439,0.928,7,-4.096,1,0.233,0.0254,0.0,0.1,0.599,169.928
